Date,Description,Amount,Category
08-11-2024,PVR CINEMAS,465.28,Entertainment
29-04-2023,NPS CONTRIBUTION,12267.59,Investment
24-07-2023,UPI/ZOMATO,2019.43,Food
07-11-2023,NPS CONTRIBUTION,11198.72,Investment
24-03-2023,STARBUCKS,1267.52,Food
20-03-2023,ZARA,1590.45,Shopping
09-02-2024,UPI/ZOMATO,1943.83,Food
17-09-2024,MCDONALDS,890.1,Food
19-11-2024,DISNEY+ HOTSTAR,398.45,Entertainment
31-07-2023,AIRTEL POSTPAID,1188.96,Utilities
07-04-2024,NPS CONTRIBUTION,6995.75,Investment
10-02-2024,PPF TRANSFER,13971.99,Investment
09-06-2024,DISNEY+ HOTSTAR,780.8,Entertainment
29-12-2023,DISNEY+ HOTSTAR,1443.76,Entertainment
22-12-2024,DOMINOS PIZZA,1508.98,Food
11-10-2023,IGL GAS BILL,1865.84,Utilities
24-03-2023,DISNEY+ HOTSTAR,1404.5,Entertainment
08-08-2024,NETFLIX SUB,475.73,Entertainment
26-08-2023,UPI/KFC,753.76,Food
22-07-2024,UPI/KFC,1704.37,Food
17-05-2023,ZERODHA BROKING,6424.14,Investment
26-06-2023,IGL GAS BILL,1268.81,Utilities
27-12-2024,BLINKIT,2273.48,Food
20-05-2024,AMAZON INDIA,2865.04,Shopping
05-12-2024,AMAZON INDIA,2445.74,Shopping
13-05-2023,FLIPKART,7937.97,Shopping
25-05-2024,SPOTIFY PREMIUM,338.46,Entertainment
19-11-2023,NETFLIX SUB,431.38,Entertainment
16-06-2023,GROCERY STORE,932.92,Food
27-07-2023,BESCOM BILL,1291.34,Utilities
13-07-2024,ZARA,5342.55,Shopping
11-05-2023,BOOKMYSHOW,443.61,Entertainment
01-07-2023,GROCERY STORE,1439.61,Food
06-07-2024,BOOKMYSHOW,308.84,Entertainment
28-10-2023,GROCERY STORE,2123.58,Food
26-08-2024,BESCOM BILL,1600.4,Utilities
06-09-2023,AIRTEL POSTPAID,2049.87,Utilities
12-11-2023,SPOTIFY PREMIUM,617.91,Entertainment
08-08-2024,GROWW SIP,14208.07,Investment
23-11-2023,STARBUCKS,385.01,Food
16-08-2023,SPOTIFY PREMIUM,402.1,Entertainment
02-10-2024,UPI/KFC,572.78,Food
27-04-2024,ICICI CAR LOAN,30096.15,EMI
24-01-2023,PPF TRANSFER,8525.85,Investment
31-03-2023,ZARA,916.56,Shopping
07-10-2024,BESCOM BILL,1000.71,Utilities
05-10-2024,UPI/RENT TRANSFER,31495.11,Rent
22-05-2024,DOMINOS PIZZA,989.14,Food
16-02-2024,GROCERY STORE,1929.25,Food
19-10-2024,NPS CONTRIBUTION,19402.95,Investment
21-03-2024,JIO FIBER,1246.65,Utilities
08-04-2024,BLINKIT,2347.8,Food
20-08-2024,UPI/SWIGGY,2347.27,Food
21-07-2024,MYNTRA,3315.56,Shopping
05-12-2024,UPI/ZOMATO,1860.5,Food
21-10-2023,STARBUCKS,1412.23,Food
13-07-2024,ZARA,7593.49,Shopping
05-05-2024,STARBUCKS,1601.58,Food
31-05-2023,ZARA,2394.68,Shopping
22-02-2024,DOMINOS PIZZA,727.22,Food
01-11-2024,BOOKMYSHOW,720.22,Entertainment
27-12-2023,DOMINOS PIZZA,154.99,Food
27-11-2024,MCDONALDS,1496.2,Food
12-04-2024,ACCENTURE PAYROLL,123661.35,Salary
28-04-2024,NOBROKER RENT,15301.94,Rent
01-07-2024,AIRTEL POSTPAID,2909.33,Utilities
05-02-2024,MCDONALDS,1182.68,Food
17-06-2024,SPOTIFY PREMIUM,1289.03,Entertainment
13-03-2023,UNIQLO,4339.38,Shopping
29-09-2024,DOMINOS PIZZA,2355.62,Food
30-10-2023,JIO FIBER,2034.3,Utilities
18-01-2023,SPOTIFY PREMIUM,334.89,Entertainment
13-12-2023,UNIQLO,2608.82,Shopping
28-03-2023,UPI/KFC,1692.96,Food
30-08-2024,DISNEY+ HOTSTAR,1266.01,Entertainment
12-12-2023,UPI/ZOMATO,494.38,Food
21-12-2024,AIRTEL POSTPAID,822.96,Utilities
08-01-2023,UPI/SWIGGY,1648.66,Food
06-12-2023,SBI HOME LOAN EMI,36494.95,EMI
22-05-2024,SPOTIFY PREMIUM,646.81,Entertainment
05-04-2023,ZERODHA BROKING,8095.11,Investment
28-05-2023,PVR CINEMAS,953.8,Entertainment
04-03-2024,MCDONALDS,1421.6,Food
02-04-2023,DOMINOS PIZZA,756.07,Food
09-09-2024,MCDONALDS,2118.38,Food
16-08-2024,NETFLIX SUB,842.58,Entertainment
16-11-2024,BLINKIT,853.32,Food
04-10-2024,UPI/DECATHLON,1183.37,Shopping
24-08-2024,DOMINOS PIZZA,565.06,Food
17-04-2024,UPI/RENT TRANSFER,26045.97,Rent
18-10-2024,JIO FIBER,2928.39,Utilities
30-09-2024,MCDONALDS,614.75,Food
28-06-2023,FLIPKART,544.96,Shopping
08-11-2024,DOMINOS PIZZA,2169.97,Food
09-05-2024,UNIQLO,4012.94,Shopping
05-04-2024,UPI/ZOMATO,1996.46,Food
08-03-2023,PPF TRANSFER,18565.58,Investment
09-01-2024,MCDONALDS,355.38,Food
22-02-2024,BESCOM BILL,913.84,Utilities
07-11-2024,DOMINOS PIZZA,1882.82,Food
25-04-2023,DISNEY+ HOTSTAR,404.97,Entertainment
05-09-2023,ZERODHA BROKING,12040.15,Investment
21-12-2023,FLIPKART,4378.52,Shopping
09-09-2023,MYNTRA,6745.46,Shopping
30-03-2023,NPS CONTRIBUTION,7843.14,Investment
30-10-2024,IGL GAS BILL,1941.26,Utilities
12-03-2023,ZERODHA BROKING,14516.03,Investment
05-03-2023,DOMINOS PIZZA,314.03,Food
22-06-2023,GROCERY STORE,1415.54,Food
10-05-2024,STARBUCKS,2467.78,Food
23-07-2024,ZARA,710.61,Shopping
06-01-2024,BLINKIT,1445.92,Food
10-12-2023,MCDONALDS,1211.51,Food
11-12-2023,DOMINOS PIZZA,1409.64,Food
02-09-2023,JIO FIBER,1762.18,Utilities
30-11-2023,JIO FIBER,2244.51,Utilities
13-05-2023,ACH DEBIT - HDFC HOME LOAN,25384.81,EMI
29-12-2023,UPI/SWIGGY,2363.83,Food
16-11-2024,AMAZON INDIA,2475.53,Shopping
31-01-2024,UPI/ZOMATO,290.5,Food
26-03-2024,PPF TRANSFER,14124.6,Investment
14-07-2024,FLIPKART,7537.97,Shopping
21-02-2023,PPF TRANSFER,5204.28,Investment
11-02-2023,GROCERY STORE,2288.48,Food
27-07-2023,IGL GAS BILL,2942.84,Utilities
18-10-2023,PVR CINEMAS,1391.04,Entertainment
28-01-2024,GROCERY STORE,220.98,Food
29-08-2024,FLIPKART,3107.05,Shopping
01-05-2024,DOMINOS PIZZA,422.02,Food
01-05-2024,DISNEY+ HOTSTAR,1467.54,Entertainment
21-03-2024,NPS CONTRIBUTION,9472.27,Investment
31-07-2023,UPI/DECATHLON,7476.24,Shopping
25-09-2023,UNIQLO,5317.88,Shopping
04-07-2023,UPI/KFC,1589.35,Food
08-08-2023,UPI/KFC,2447.91,Food
15-12-2023,UPI/ZOMATO,1668.62,Food
26-12-2023,PPF TRANSFER,19811.29,Investment
14-07-2024,GROWW SIP,13324.2,Investment
24-10-2024,DOMINOS PIZZA,1313.79,Food
24-01-2024,MYNTRA,785.93,Shopping
25-07-2023,GROCERY STORE,1218.72,Food
08-08-2023,UNIQLO,5353.14,Shopping
18-10-2023,PVR CINEMAS,788.19,Entertainment
02-04-2024,UPI/SWIGGY,2471.99,Food
27-12-2023,NETFLIX SUB,728.24,Entertainment
03-01-2024,BLINKIT,1387.91,Food
26-03-2023,UPI/SWIGGY,2000.65,Food
31-08-2023,MYNTRA,2187.4,Shopping
05-12-2024,NETFLIX SUB,531.16,Entertainment
11-03-2023,IGL GAS BILL,837.04,Utilities
12-03-2023,UPI/DECATHLON,3277.88,Shopping
21-12-2023,AMAZON INDIA,5371.39,Shopping
07-01-2024,IGL GAS BILL,2412.98,Utilities
26-04-2023,UPI/KFC,2326.14,Food
25-03-2024,UPI/SWIGGY,2353.52,Food
30-05-2024,MCDONALDS,975.7,Food
01-09-2023,DOMINOS PIZZA,1208.79,Food
19-11-2023,UPI/ZOMATO,1399.53,Food
20-09-2023,PPF TRANSFER,17132.92,Investment
27-05-2024,AIRTEL POSTPAID,2050.64,Utilities
21-03-2023,UPI/ZOMATO,434.86,Food
05-11-2024,BOOKMYSHOW,734.46,Entertainment
27-04-2023,BOOKMYSHOW,344.44,Entertainment
01-09-2024,PVR CINEMAS,1137.48,Entertainment
13-10-2024,AIRTEL POSTPAID,629.98,Utilities
24-10-2023,AMAZON INDIA,7034.67,Shopping
01-05-2024,IGL GAS BILL,1615.73,Utilities
02-11-2024,PVR CINEMAS,351.24,Entertainment
06-02-2023,AIRTEL POSTPAID,1989.59,Utilities
09-02-2023,PPF TRANSFER,14360.22,Investment
20-10-2023,MYNTRA,562.19,Shopping
21-08-2023,DOMINOS PIZZA,1927.15,Food
14-01-2023,UPI/DECATHLON,5139.28,Shopping
02-08-2024,BLINKIT,1144.75,Food
07-07-2023,UPI/ZOMATO,305.56,Food
04-04-2024,BOOKMYSHOW,885.4,Entertainment
05-12-2023,FLIPKART,7466.37,Shopping
09-04-2023,UPI/DECATHLON,7012.62,Shopping
13-09-2024,UPI/SWIGGY,2010.15,Food
17-09-2023,FLIPKART,912.06,Shopping
24-01-2023,MYNTRA,1946.7,Shopping
06-12-2023,NETFLIX SUB,1054.87,Entertainment
19-10-2024,GROCERY STORE,1291.87,Food
09-01-2023,BLINKIT,1586.84,Food
22-10-2023,MYNTRA,4192.3,Shopping
15-11-2023,STARBUCKS,1908.99,Food
28-09-2023,MCDONALDS,1583.68,Food
15-11-2023,SPOTIFY PREMIUM,1397.18,Entertainment
10-05-2024,ZERODHA BROKING,5069.42,Investment
20-01-2023,NPS CONTRIBUTION,17542.72,Investment
15-05-2023,UPI/RENT TRANSFER,22324.76,Rent
12-07-2024,GROCERY STORE,1276.95,Food
04-02-2024,IGL GAS BILL,2064.85,Utilities
18-07-2023,ZARA,6576.03,Shopping
03-06-2023,FLIPKART,5619.98,Shopping
09-03-2024,AIRTEL POSTPAID,1072.61,Utilities
24-10-2023,PVR CINEMAS,968.44,Entertainment
25-10-2023,BOOKMYSHOW,271.35,Entertainment
25-12-2024,BLINKIT,1902.25,Food
25-05-2023,MCDONALDS,241.85,Food
10-11-2023,DOMINOS PIZZA,996.85,Food
12-02-2023,DISNEY+ HOTSTAR,1042.38,Entertainment
29-11-2023,GROCERY STORE,809.07,Food
17-11-2023,PVR CINEMAS,389.52,Entertainment
01-05-2024,BOOKMYSHOW,564.79,Entertainment
24-05-2023,AIRTEL POSTPAID,1410.89,Utilities
06-12-2024,UPI/SWIGGY,946.88,Food
04-12-2024,UNIQLO,1655.2,Shopping
25-10-2023,FLIPKART,4780.18,Shopping
28-02-2024,GROWW SIP,5539.22,Investment
19-11-2023,NETFLIX SUB,344.31,Entertainment
21-09-2023,BESCOM BILL,1486.74,Utilities
29-01-2024,UPI/KFC,935.43,Food
02-08-2024,PVR CINEMAS,732.82,Entertainment
30-06-2023,UPI/DECATHLON,5132.3,Shopping
26-08-2023,ZARA,6454.97,Shopping
31-05-2024,AMAZON INDIA,7319.16,Shopping
09-01-2023,SPOTIFY PREMIUM,1090.53,Entertainment
18-06-2024,UPI/KFC,1753.78,Food
20-04-2023,IGL GAS BILL,1620.26,Utilities
26-07-2023,DISNEY+ HOTSTAR,1265.89,Entertainment
16-05-2024,AIRTEL POSTPAID,1018.93,Utilities
04-11-2024,BOOKMYSHOW,402.66,Entertainment
27-10-2023,BESCOM BILL,938.91,Utilities
24-06-2024,UPI/KFC,1213.29,Food
18-01-2024,TO LANDLORD,20032.65,Rent
17-09-2023,SPOTIFY PREMIUM,875.14,Entertainment
28-03-2023,DISNEY+ HOTSTAR,1252.68,Entertainment
05-12-2024,NETFLIX SUB,392.18,Entertainment
05-05-2024,JIO FIBER,2430.67,Utilities
05-06-2023,UPI/KFC,461.89,Food
29-08-2023,GROCERY STORE,1161.06,Food
21-03-2024,STARBUCKS,503.52,Food
04-07-2023,ZERODHA BROKING,15116.43,Investment
30-07-2024,UPI/DECATHLON,7744.19,Shopping
19-02-2023,PVR CINEMAS,1196.65,Entertainment
25-04-2024,BOOKMYSHOW,416,Entertainment
06-10-2023,UPI/KFC,2008.19,Food
15-06-2023,DOMINOS PIZZA,2044.05,Food
06-09-2023,MYNTRA,3389.78,Shopping
25-02-2024,UNIQLO,4268.97,Shopping
03-11-2023,BLINKIT,2359.1,Food
30-03-2023,FLIPKART,1848.44,Shopping
01-09-2023,PVR CINEMAS,1160.62,Entertainment
04-11-2024,UNIQLO,2360.56,Shopping
23-03-2023,NPS CONTRIBUTION,14397.13,Investment
01-07-2024,PVR CINEMAS,499.7,Entertainment
14-04-2024,UPI/RENT TRANSFER,22136.51,Rent
09-02-2023,DISNEY+ HOTSTAR,454.48,Entertainment
09-10-2024,STARBUCKS,2350.38,Food
09-09-2023,FLIPKART,868.87,Shopping
11-03-2023,MYNTRA,7008.74,Shopping
16-10-2024,UPI/DECATHLON,7430.56,Shopping
11-07-2024,UPI/ZOMATO,638.36,Food
22-02-2023,MCDONALDS,2327.45,Food
11-11-2024,PVR CINEMAS,842.07,Entertainment
19-12-2023,UPI/KFC,1157.48,Food
25-10-2024,SPOTIFY PREMIUM,640.72,Entertainment
28-01-2023,SPOTIFY PREMIUM,1134.22,Entertainment
23-01-2024,ZARA,7549.12,Shopping
06-05-2023,AIRTEL POSTPAID,586.91,Utilities
17-12-2024,AMAZON INDIA,1112.51,Shopping
03-09-2024,UPI/SWIGGY,1110.71,Food
05-03-2024,ACH DEBIT - HDFC HOME LOAN,42224.15,EMI
30-06-2023,FLIPKART,2613.51,Shopping
30-01-2024,UPI/KFC,2277.43,Food
27-12-2023,NETFLIX SUB,572.08,Entertainment
03-03-2024,ZARA,649.19,Shopping
02-06-2024,UPI/SWIGGY,1633.18,Food
11-03-2023,UNIQLO,6816,Shopping
23-07-2024,UPI/SWIGGY,2357.75,Food
11-08-2023,BLINKIT,2327.76,Food
17-05-2024,DOMINOS PIZZA,1743.3,Food
06-11-2024,UPI/KFC,1409.71,Food
29-03-2024,STARBUCKS,636.41,Food
28-10-2023,AIRTEL POSTPAID,1052.31,Utilities
27-05-2023,FLIPKART,6392.43,Shopping
24-06-2024,PVR CINEMAS,530.31,Entertainment
16-11-2023,DOMINOS PIZZA,185.43,Food
10-08-2024,MCDONALDS,915.93,Food
09-02-2024,UPI/KFC,1585.31,Food
25-02-2023,ZARA,6921.91,Shopping
06-03-2023,UPI/ZOMATO,2273.81,Food
06-01-2023,MYNTRA,3635.68,Shopping
23-04-2024,ZARA,6115.59,Shopping
28-02-2023,UPI/KFC,1275.99,Food
31-05-2023,STARBUCKS,1125.02,Food
12-11-2023,PPF TRANSFER,15592.52,Investment
20-09-2023,IGL GAS BILL,1256.88,Utilities
10-04-2023,UPI/RENT TRANSFER,29070.54,Rent
03-05-2024,JIO FIBER,1404.77,Utilities
13-10-2024,MCDONALDS,713.72,Food
04-10-2024,BLINKIT,2182.69,Food
29-12-2023,PVR CINEMAS,598.4,Entertainment
09-01-2024,NETFLIX SUB,802.67,Entertainment
06-03-2024,UPI/SWIGGY,1628.26,Food
27-04-2023,BLINKIT,2208.05,Food
17-06-2023,SPOTIFY PREMIUM,1317.36,Entertainment
03-08-2024,STARBUCKS,478.01,Food
18-02-2023,BOOKMYSHOW,539.47,Entertainment
15-01-2024,DOMINOS PIZZA,1416.98,Food
17-08-2023,BAJAJ FINSERV EMI,44184.16,EMI
17-10-2024,BOOKMYSHOW,1394.5,Entertainment
07-01-2024,AMAZON INDIA,4945.64,Shopping
12-07-2024,UPI/KFC,597.66,Food
09-08-2023,UPI/SWIGGY,159.15,Food
29-07-2024,ZARA,1422.63,Shopping
28-09-2023,BESCOM BILL,2862.38,Utilities
16-04-2024,BLINKIT,1530.79,Food
16-06-2024,SPOTIFY PREMIUM,834.79,Entertainment
16-06-2024,UPI/KFC,1875.12,Food
27-03-2024,UPI/DECATHLON,693.13,Shopping
23-07-2024,DOMINOS PIZZA,781.47,Food
03-04-2023,NETFLIX SUB,1129.44,Entertainment
12-12-2024,UPI/ZOMATO,926.69,Food
18-12-2023,NETFLIX SUB,667.77,Entertainment
07-07-2024,STARBUCKS,1328,Food
21-01-2024,AMAZON INDIA,3087.4,Shopping
03-10-2023,BLINKIT,644.78,Food
16-01-2023,ACH DEBIT - HDFC HOME LOAN,37365.22,EMI
25-01-2023,STARBUCKS,493.47,Food
16-05-2024,DOMINOS PIZZA,2203.73,Food
29-04-2023,UPI/KFC,1907.25,Food
18-11-2023,JIO FIBER,1777.2,Utilities
29-11-2023,MCDONALDS,1399.87,Food
07-09-2023,BAJAJ FINSERV EMI,28948.41,EMI
07-01-2023,ACCENTURE PAYROLL,133679.33,Salary
19-04-2024,JIO FIBER,2135.42,Utilities
06-05-2023,FLIPKART,1609.82,Shopping
02-02-2024,BESCOM BILL,908.43,Utilities
25-07-2024,AIRTEL POSTPAID,722.23,Utilities
25-09-2024,MYNTRA,1835.66,Shopping
26-08-2023,DISNEY+ HOTSTAR,381.12,Entertainment
04-05-2023,BESCOM BILL,2306.95,Utilities
01-05-2024,AIRTEL POSTPAID,2244.75,Utilities
24-11-2023,DISNEY+ HOTSTAR,850.26,Entertainment
27-12-2024,UPI/DECATHLON,4457.6,Shopping
28-12-2024,ACCENTURE PAYROLL,108180.79,Salary
10-08-2023,UPI/ZOMATO,1004.78,Food
20-07-2024,ZARA,5868.52,Shopping
25-04-2023,UPI/RENT TRANSFER,32913.13,Rent
16-09-2023,UNIQLO,2271.58,Shopping
02-10-2024,MCDONALDS,1991.92,Food
24-11-2024,CREDIT - SALARY,141097.67,Salary
10-02-2023,UPI/DECATHLON,7259.8,Shopping
19-04-2024,JIO FIBER,1906.26,Utilities
03-07-2023,NETFLIX SUB,766.64,Entertainment
27-11-2024,IGL GAS BILL,2850.01,Utilities
13-02-2023,GROCERY STORE,1313.9,Food
01-03-2023,SPOTIFY PREMIUM,783.31,Entertainment
29-04-2023,UPI/DECATHLON,5335,Shopping
18-04-2023,AMAZON INDIA,7031.07,Shopping
19-08-2023,GROWW SIP,17182.97,Investment
10-06-2023,AIRTEL POSTPAID,2760.31,Utilities
26-08-2023,SPOTIFY PREMIUM,348.31,Entertainment
29-09-2024,UPI/SWIGGY,447.24,Food
08-03-2024,UPI/DECATHLON,880.14,Shopping
07-03-2023,GROCERY STORE,1035.5,Food
05-04-2023,UPI/SWIGGY,989,Food
02-05-2023,FLIPKART,4677.76,Shopping
04-10-2023,BESCOM BILL,1038.98,Utilities
16-09-2024,MCDONALDS,545.54,Food
03-05-2023,BOOKMYSHOW,1035.34,Entertainment
18-05-2023,GROWW SIP,5338.29,Investment
11-07-2024,ZARA,1491.04,Shopping
18-05-2024,UNIQLO,2999.22,Shopping
30-08-2024,UPI/SWIGGY,2015.66,Food
24-12-2023,DOMINOS PIZZA,2146.93,Food
14-03-2024,IGL GAS BILL,2211.59,Utilities
08-05-2024,PPF TRANSFER,14710.98,Investment
26-06-2023,UPI/DECATHLON,2677.19,Shopping
11-06-2023,IGL GAS BILL,1002.58,Utilities
25-03-2023,UNIQLO,1619.77,Shopping
04-07-2023,IGL GAS BILL,2689.6,Utilities
28-12-2024,DOMINOS PIZZA,259.53,Food
06-06-2024,UPI/SWIGGY,1488.81,Food
01-05-2023,NOBROKER RENT,26966.28,Rent
06-09-2024,MCDONALDS,914.2,Food
21-02-2023,FLIPKART,6942.77,Shopping
12-01-2023,UPI/ZOMATO,1260.49,Food
29-07-2023,DOMINOS PIZZA,730.11,Food
09-06-2023,MYNTRA,671.83,Shopping
01-10-2023,UPI/DECATHLON,4136.98,Shopping
19-05-2023,TO LANDLORD,16795.16,Rent
20-02-2024,GROCERY STORE,416.58,Food
19-03-2023,UPI/DECATHLON,7060.79,Shopping
13-03-2024,BLINKIT,1417.1,Food
13-05-2024,BLINKIT,1932.87,Food
07-11-2023,DISNEY+ HOTSTAR,330.22,Entertainment
14-02-2023,DISNEY+ HOTSTAR,591.58,Entertainment
04-03-2024,PVR CINEMAS,1311.89,Entertainment
18-07-2023,SPOTIFY PREMIUM,526.03,Entertainment
03-08-2023,AIRTEL POSTPAID,1103.74,Utilities
25-09-2024,ZERODHA BROKING,7319.94,Investment
04-03-2023,NETFLIX SUB,1272.01,Entertainment
27-01-2024,AMAZON INDIA,1091.72,Shopping
03-07-2024,UPI/ZOMATO,1132.68,Food
27-10-2024,JIO FIBER,2890.54,Utilities
22-01-2024,GROCERY STORE,1119.13,Food
24-05-2024,AMAZON INDIA,7723.9,Shopping
28-08-2024,MYNTRA,2395.94,Shopping
11-06-2023,UPI/ZOMATO,2007.93,Food
05-01-2023,MCDONALDS,1868.93,Food
03-10-2024,CREDIT - SALARY,113466.08,Salary
16-11-2024,IGL GAS BILL,2291.22,Utilities
22-11-2023,UPI/SWIGGY,1454.64,Food
01-10-2023,UPI/SWIGGY,973.81,Food
05-03-2024,UPI/KFC,1084.92,Food
08-02-2023,STARBUCKS,2239.97,Food
22-12-2023,NPS CONTRIBUTION,13776.7,Investment
20-05-2024,NOBROKER RENT,23051.14,Rent
28-06-2024,NPS CONTRIBUTION,5260.64,Investment
15-02-2024,BOOKMYSHOW,1098.05,Entertainment
09-08-2024,SPOTIFY PREMIUM,669.61,Entertainment
08-04-2023,UPI/DECATHLON,2283.62,Shopping
16-04-2024,BLINKIT,738.51,Food
24-07-2024,ICICI CAR LOAN,44556.89,EMI
16-06-2024,IGL GAS BILL,669.28,Utilities
19-04-2023,JIO FIBER,658.21,Utilities
10-12-2023,STARBUCKS,1422.61,Food
27-01-2023,UPI/ZOMATO,1841.69,Food
30-07-2023,DOMINOS PIZZA,505.27,Food
19-09-2024,UPI/DECATHLON,4254.78,Shopping
15-11-2024,FLIPKART,3257.98,Shopping
05-04-2023,JIO FIBER,984.71,Utilities
07-11-2024,IGL GAS BILL,2446.37,Utilities
03-01-2023,AMAZON INDIA,6781.42,Shopping
27-01-2024,CREDIT - SALARY,149154.68,Salary
24-05-2024,UPI/SWIGGY,1954.68,Food
18-02-2024,DOMINOS PIZZA,831.6,Food
02-11-2024,IGL GAS BILL,1818.1,Utilities
10-01-2023,IGL GAS BILL,2081.2,Utilities
09-09-2023,MYNTRA,1371.15,Shopping
25-03-2023,PVR CINEMAS,978.94,Entertainment
20-08-2024,AIRTEL POSTPAID,2527.58,Utilities
02-09-2024,MCDONALDS,764.69,Food
18-05-2023,UNIQLO,2024.12,Shopping
01-03-2023,AIRTEL POSTPAID,1236.01,Utilities
11-02-2024,PVR CINEMAS,950.66,Entertainment
30-11-2024,DISNEY+ HOTSTAR,327.03,Entertainment
24-12-2023,GROWW SIP,14432.37,Investment
11-10-2023,UPI/KFC,1555.35,Food
13-07-2024,MCDONALDS,1031.22,Food
03-09-2023,BLINKIT,2133.8,Food
19-12-2024,SPOTIFY PREMIUM,908.56,Entertainment
02-10-2023,GROCERY STORE,1818.78,Food
30-08-2023,MCDONALDS,2200.53,Food
21-09-2023,DOMINOS PIZZA,2330.6,Food
30-08-2024,BLINKIT,793.69,Food
15-05-2023,NPS CONTRIBUTION,7789.41,Investment
29-11-2023,ZERODHA BROKING,9011.03,Investment
07-02-2023,BOOKMYSHOW,1348.42,Entertainment
08-08-2024,PVR CINEMAS,864.64,Entertainment
13-08-2024,DOMINOS PIZZA,1857.27,Food
06-01-2023,BOOKMYSHOW,471.12,Entertainment
31-07-2024,BOOKMYSHOW,1496.02,Entertainment
25-08-2024,NPS CONTRIBUTION,5952.52,Investment
24-12-2024,MYNTRA,3144.37,Shopping
27-08-2023,MYNTRA,4960.96,Shopping
12-04-2024,UNIQLO,6614.45,Shopping
23-12-2023,MCDONALDS,922.86,Food
16-02-2023,DOMINOS PIZZA,1541.11,Food
22-10-2023,ACCENTURE PAYROLL,80547.88,Salary
09-04-2023,UPI/DECATHLON,2827.05,Shopping
18-03-2024,PPF TRANSFER,19764.94,Investment
19-10-2023,UPI/SWIGGY,1800.11,Food
19-07-2023,PVR CINEMAS,1375.64,Entertainment
05-12-2023,BOOKMYSHOW,358.03,Entertainment
12-06-2023,ZARA,3200.42,Shopping
02-12-2024,MCDONALDS,2086.17,Food
07-02-2024,STARBUCKS,1878.47,Food
14-11-2024,IGL GAS BILL,2657.09,Utilities
10-08-2024,UPI/KFC,969.43,Food
12-12-2024,JIO FIBER,1665.41,Utilities
23-11-2023,STARBUCKS,839.05,Food
22-02-2024,HOUSE RENT,31233.7,Rent
14-04-2023,MYNTRA,3643.96,Shopping
10-02-2023,STARBUCKS,1455.8,Food
24-03-2023,AMAZON INDIA,1850.04,Shopping
17-01-2024,BLINKIT,1209.36,Food
31-07-2024,FLIPKART,7778.56,Shopping
04-11-2023,BESCOM BILL,2849.59,Utilities
05-01-2023,JIO FIBER,2916.43,Utilities
19-02-2024,FLIPKART,6235.74,Shopping
13-10-2024,GROCERY STORE,981.23,Food
06-09-2023,UPI/DECATHLON,2239.72,Shopping
27-08-2024,BLINKIT,1056.54,Food
07-09-2023,AMAZON INDIA,2093.03,Shopping
21-08-2023,UPI/DECATHLON,5416.21,Shopping
03-08-2023,DOMINOS PIZZA,771.02,Food
16-10-2023,AMAZON INDIA,6304.4,Shopping
17-12-2023,DOMINOS PIZZA,2493.64,Food
22-02-2024,UPI/DECATHLON,636.67,Shopping
11-09-2023,MYNTRA,2830.79,Shopping
13-01-2023,BESCOM BILL,736.28,Utilities
03-03-2024,DISNEY+ HOTSTAR,294.64,Entertainment
15-11-2024,GROCERY STORE,1051.13,Food
02-09-2024,PPF TRANSFER,13453.66,Investment
26-10-2024,UNIQLO,5875.77,Shopping
27-12-2023,STARBUCKS,819.5,Food
19-09-2024,UPI/SWIGGY,1122,Food
06-08-2023,PVR CINEMAS,1436.42,Entertainment
11-03-2023,CREDIT - SALARY,92148.99,Salary
14-03-2024,SBI HOME LOAN EMI,34206.07,EMI
10-03-2023,UPI/ZOMATO,2142.08,Food
14-09-2024,ACCENTURE PAYROLL,135263.07,Salary
05-05-2024,BOOKMYSHOW,1292.88,Entertainment
07-10-2024,SALARY CREDIT - TCS,142044.87,Salary
16-03-2023,UPI/RENT TRANSFER,23191.09,Rent
12-12-2023,GROCERY STORE,957.92,Food
16-12-2024,UPI/RENT TRANSFER,19957.63,Rent
21-06-2023,FLIPKART,3585.04,Shopping
29-10-2024,MCDONALDS,1625.44,Food
10-01-2024,UPI/ZOMATO,2326.62,Food
12-01-2024,PVR CINEMAS,856.3,Entertainment
11-04-2023,SALARY CREDIT - TCS,100885.98,Salary
07-06-2023,IGL GAS BILL,625.18,Utilities
15-04-2024,PPF TRANSFER,15857.29,Investment
21-02-2023,DISNEY+ HOTSTAR,906.62,Entertainment
23-05-2023,BESCOM BILL,1919.95,Utilities
24-11-2024,UPI/ZOMATO,1979.42,Food
24-06-2024,TO LANDLORD,31721.55,Rent
20-08-2023,UPI/DECATHLON,4549.46,Shopping
14-06-2023,GROWW SIP,10379.2,Investment
28-04-2024,BLINKIT,2321.17,Food
25-02-2023,GROWW SIP,6421.49,Investment
21-03-2024,PPF TRANSFER,13339.66,Investment
28-09-2023,FLIPKART,884.49,Shopping
28-03-2023,ZARA,1718.08,Shopping
09-09-2024,MYNTRA,1005.29,Shopping
27-04-2023,FLIPKART,3994.63,Shopping
15-07-2023,UPI/KFC,1955.22,Food
28-08-2023,AMAZON INDIA,6799.68,Shopping
25-07-2023,IGL GAS BILL,1041.34,Utilities
11-05-2023,ZERODHA BROKING,17651.87,Investment
09-03-2024,UPI/SWIGGY,612.95,Food
08-12-2024,UPI/DECATHLON,5093.03,Shopping
